Alex Sobczyk,MFK Skalica,útočník,20.05.1997,26,2,33,8,5,0
Marko Marinkovič,FC Spartak Trnava,obranca,06.01.1994,29,1,3,0,1,0
Patrik Vajda,MFK Dukla Banská Bystrica,stredopoliar,20.03.1989,34,5,119,18,29,2
Marko Kelemen,MFK Ružomberok,útočník,29.04.2000,23,2,35,4,5,0
Martin Slaninka,MFK Dukla Banská Bystrica,obranca,26.03.1996,27,2,44,1,11,1
Nikola Unkovič,ŠKF ORION TIP Sereď,obranca,19.12.1999,23,1,1,0,0,0
Roko Jureškin,ŠKF ORION TIP Sereď,stredopoliar,29.09.2000,23,3,67,9,11,0
Adam Mihálik,FC ViOn Zlaté Moravce - Vráble,stredopoliar,24.07.2000,23,2,9,0,1,0
Silvio Junior,FC ViOn Zlaté Moravce - Vráble,útočník,04.05.1994,29,1,12,1,1,0
Ivenzo Comvalius,AS Trenčín,útočník,24.06.1997,26,2,20,1,0,0
Ondrej Elexa,FC Nitra,obranca,07.10.2000,23,1,3,0,0,0
Nikola Lukić,MFK Zemplín Michalovce,stredopoliar,14.05.1990,33,1,9,3,1,0
Dejan Peševski,FK Železiarne Podbrezová,stredopoliar,05.08.1993,30,3,22,2,4,0
Dávid Haspra,FC ViOn Zlaté Moravce - Vráble,obranca,06.11.2000,22,3,15,0,1,0
Matheus Olavo,ŠKF ORION TIP Sereď,stredopoliar,30.11.1994,28,1,7,0,1,0
Miroslav Tureček,ŠKF ORION TIP Sereď,stredopoliar,23.10.1998,24,0,0,0,0,0
Joao Diogo,FC Spartak Trnava,obranca,28.02.1988,35,1,16,0,2,0
Dimitrios Popovits,MFK Zemplín Michalovce,stredopoliar,11.02.1995,28,3,72,4,2,1
Midat Galbajev,FC Nitra,stredopoliar,14.03.1997,26,1,1,0,0,0
Vadym Červak,MFK Zemplín Michalovce,obranca,27.05.1999,24,1,5,0,0,0
Emre Bekir,MFK Zemplín Michalovce,obranca,17.08.1998,25,0,0,0,0,0
Lazar Djordjevič,FK Železiarne Podbrezová,obranca,14.07.1992,31,5,100,4,13,1
Martin Trnovský,ŠK Slovan Bratislava,brankár,07.06.2000,23,3,16,7,0,0
Joao Favaro,FK Senica,obranca,22.04.1992,31,1,9,0,0,0
Sidibe Modibo,MFK Zemplín Michalovce,útočník,06.03.1992,31,2,23,8,3,0
Yusuf Nasri Mainge,FK Pohronie Žiar n.H. Dolná Ždaňa,obranca,26.12.1999,23,1,3,0,1,1
Gustavo Cascardo,FK Senica,obranca,24.03.1997,26,1,16,0,4,0
Murilo Henrique Calvacante,FC ViOn Zlaté Moravce - Vráble,stredopoliar,15.03.1999,24,1,1,0,0,0
John Neeskens,AS Trenčín,obranca,17.11.1993,29,1,2,1,0,0
Maj Rorič,ŠKF ORION TIP Sereď,stredopoliar,07.02.2000,23,1,17,0,3,0
Bruno Dip Rapanelli,ŠKF ORION TIP Sereď,obranca,17.02.1998,25,1,1,0,0,0
Pavol Šafranko,FC DAC 1904 Dunajská Streda,útočník,16.11.1994,28,3,48,11,7,0
Jakub Červeň,MFK Ružomberok,brankár,08.04.2001,22,1,1,1,0,0
Michel Meda,FK Pohronie Žiar n.H. Dolná Ždaňa,stredopoliar,24.12.2000,22,1,4,0,0,0
Gustavo Henrique,FC ViOn Zlaté Moravce - Vráble,obranca,20.12.1999,23,1,11,0,2,0
Jacy Maranhao Oliveria,FK Pohronie Žiar n.H. Dolná Ždaňa,obranca,11.07.1997,26,1,6,0,2,0
Pedrito Martinez,MFK Zemplín Michalovce,stredopoliar,09.02.1996,27,1,11,2,3,0
Cole Kpekawa,AS Trenčín,obranca,20.05.1996,27,1,1,0,0,1
Tomás Dabó,ŠKF ORION TIP Sereď,obranca,20.10.1993,29,1,16,0,4,1
Panagiotis Louka,ŠKF ORION TIP Sereď,útočník,08.09.2000,23,1,12,0,0,0
Samson Akinyoola,FK Senica,útočník,03.03.2000,23,1,18,4,4,0
Mário Mihál,MFK Tatran Liptovský Mikuláš,obranca,27.02.2001,22,4,31,0,5,0
Pablo Joaquin Podio,FK Železiarne Podbrezová,stredopoliar,07.08.1989,34,3,87,11,13,0
Ian Soler Pino,MFK Zemplín Michalovce,obranca,23.01.1996,27,2,42,2,8,1
Abdelaziz Metalsi,ŠKF ORION TIP Sereď,obranca,19.04.1994,29,1,5,0,1,0
Josiah Chinyere Chukwudi,FC Spartak Trnava,stredopoliar,14.07.1999,24,0,0,0,0,0
Michal Kukučka,AS Trenčín,brankár,12.04.2002,21,3,61,14,4,1
Shaka Mawuli Eklu,FC ViOn Zlaté Moravce - Vráble,stredopoliar,16.05.1998,25,0,0,0,0,0
Dávid Filinský,MFK Tatran Liptovský Mikuláš,stredopoliar,18.01.1999,24,4,46,0,1,0
René Žákech,AS Trenčín,brankár,24.06.2001,22,0,0,0,0,0
Kristián Bari,MŠK Žilina,obranca,06.02.2001,22,3,41,3,4,0
Saymon Cabral,FC Spartak Trnava,stredopoliar,09.07.2001,22,3,53,12,0,0
Ján Krivák,FC Košice,obranca,10.11.1993,29,5,82,2,11,3
Samuel Dovec,FK Pohronie Žiar n.H. Dolná Ždaňa,brankár,15.12.2001,21,1,1,0,0,0
Georgios Tzovaras,ŠK Slovan Bratislava,stredopoliar,03.11.1999,23,0,0,0,0,0
Alex Holub,MFK Ružomberok,obranca,15.03.2000,23,2,4,0,0,0
Timothy Zmajkovič,FK Senica,stredopoliar,13.08.2002,21,0,0,0,0,0
Adrián Krišica,FK Senica,obranca,10.04.2001,22,0,0,0,0,0
Allecks Godinho Alves,FC Spartak Trnava,útočník,11.03.2001,22,2,2,0,0,0
Ernest Boateng,FC DAC 1904 Dunajská Streda,útočník,06.06.2001,22,1,2,0,0,0
Kwaku Bonsu Osei,FK Senica,útočník,17.08.2000,23,1,1,1,0,0
Andrej Rendla,FK Železiarne Podbrezová,útočník,13.10.1990,33,3,32,7,1,0
Jakub Buchel,FK Senica,stredopoliar,16.09.2002,21,2,19,0,3,0
Duje Javorčič,FC Nitra,obranca,25.11.1999,23,1,4,0,1,0
Isaac Muleme,FC Nitra,obranca,10.10.1992,31,1,6,0,0,0
Kojo Matič,FK Pohronie Žiar n.H. Dolná Ždaňa,útočník,07.11.1995,27,2,18,0,0,0
Peter Chríbik,FC Nitra,stredopoliar,02.02.1999,24,2,31,0,9,0
Patrik Lukáč,FC ViOn Zlaté Moravce - Vráble,brankár,05.12.1994,28,4,60,15,0,0
Menno Bergsen,AS Trenčín,brankár,26.08.1999,24,2,8,0,0,0
Steve Nkanu Kapuadi,AS Trenčín,obranca,30.04.1998,25,2,22,0,4,1
Paulo Junior,AS Trenčín,stredopoliar,25.10.2000,22,1,1,0,0,0
Dimitrios Konstantinidis,MFK Zemplín Michalovce,obranca,02.06.1994,29,2,9,2,2,0
Georgios Neofytidis,FC ViOn Zlaté Moravce - Vráble,stredopoliar,28.07.2000,23,3,52,0,9,1
Patrik Chovan,MFK Zemplín Michalovce,stredopoliar,15.11.1999,23,0,0,0,0,0
Adnan Kanurič,ŠKF ORION TIP Sereď,brankár,08.08.2000,23,2,9,1,0,0
Filip Duranski,ŠKF ORION TIP Sereď,stredopoliar,17.07.1991,32,2,20,0,7,0
Matej Vuk,ŠKF ORION TIP Sereď,útočník,10.06.2000,23,1,9,4,0,0
Adam Lipčák,FK Železiarne Podbrezová,stredopoliar,19.03.1997,26,2,3,0,0,0
Yann Michael Yao,MFK Skalica,stredopoliar,20.06.1997,26,5,104,9,7,0
Theofanis Tzandaris,FC Spartak Trnava,stredopoliar,13.06.1993,30,1,10,1,1,0
Malkolm Moenza,FC Spartak Trnava,obranca,15.11.1993,29,1,11,0,0,0
Joel Pereira,FC Spartak Trnava,obranca,28.09.1996,27,1,3,0,0,0
Petar Orlandič,FC Spartak Trnava,útočník,06.08.1990,33,1,4,1,2,0
Dijan Vukojevic,FC Spartak Trnava,stredopoliar,12.09.1995,28,1,8,2,1,0
Bamidele Isa Yusuf,FC Spartak Trnava,stredopoliar,22.02.2001,22,4,76,15,15,1
Filip Lichý,ŠK Slovan Bratislava,stredopoliar,25.01.2001,22,5,49,5,6,0
Lorenco Šimič,FC DAC 1904 Dunajská Streda,obranca,15.07.1996,27,1,4,0,2,0
Ľuboš Kupčík,MFK Dukla Banská Bystrica,obranca,03.03.1989,34,5,93,6,8,0
Ricardo Phillips,MFK Zemplín Michalovce,útočník,06.05.2001,22,2,24,2,6,1
Dušan Lalatovič,FC DAC 1904 Dunajská Streda,obranca,29.11.1998,24,1,2,0,0,0
András Schäfer,FC DAC 1904 Dunajská Streda,stredopoliar,13.04.1999,24,3,52,3,9,1
Matúš Chropovský,FC ViOn Zlaté Moravce - Vráble,brankár,03.06.2002,21,1,6,1,1,0
Teodor Kupec,FK Senica,stredopoliar,01.05.2002,21,0,0,0,0,0
Filip Buchel,FK Senica,útočník,16.09.2002,21,2,14,0,0,0
Matěj Luksch,MFK Skalica,brankár,19.06.1998,25,3,22,4,1,0
Dominik Daniš,FK Pohronie Žiar n.H. Dolná Ždaňa,obranca,18.01.2001,22,0,0,0,0,0
Andrija Balič,MFK Dukla Banská Bystrica,stredopoliar,11.08.1997,26,4,66,15,14,0
Žan Medved,FC Košice,útočník,14.06.1999,24,4,45,8,3,0
Daniel Magda,MFK Zemplín Michalovce,obranca,25.11.1997,25,9,130,1,8,0
Aleksandar Vucenovič,ŠKF ORION TIP Sereď,útočník,10.10.1997,26,1,6,0,0,0
Patrik Iľko,MŠK Žilina,útočník,16.02.2001,22,5,85,11,2,0
Daniel Junio Jesus,FC Nitra,stredopoliar,22.05.1998,25,2,10,0,1,0
Joao Augusto Carpes Da Silva,FC Nitra,obranca,25.02.1999,24,1,2,0,1,0
Matúš Lichý,FK Senica,stredopoliar,01.01.2001,22,0,0,0,0,0
Filip Černák,FK Senica,útočník,07.06.2001,22,1,7,0,1,0
Alen Ožbolt,ŠK Slovan Bratislava,útočník,24.06.1996,27,2,27,7,0,0
Miroslav Gono,FC ViOn Zlaté Moravce - Vráble,stredopoliar,01.11.2000,22,4,72,1,5,0
Krisztián Németh,FC DAC 1904 Dunajská Streda,útočník,05.01.1989,34,1,1,0,0,0
Michal Gallo,MFK Zemplín Michalovce,obranca,02.06.1988,35,1,7,0,0,0
Kamil Kuzma,FK Železiarne Podbrezová,stredopoliar,08.03.1988,35,5,86,6,14,1
Kristián Mego,FK Senica,stredopoliar,16.01.2002,21,0,0,0,0,0
Gabriel Halabrín,MFK Ružomberok,stredopoliar,21.04.2003,20,2,36,0,8,0
Dmytro Niemčaninov,FC Nitra,obranca,27.01.1990,33,1,5,0,1,0
Sainey Njie,MFK Zemplín Michalovce,stredopoliar,30.08.2001,22,4,62,0,11,0
Abubakar Ghali Ahmad,AS Trenčín,útočník,23.06.2000,23,3,50,5,4,0
Adam Tučný,MFK Ružomberok,stredopoliar,21.05.2002,21,5,70,6,4,1
James Michael Weir,FC ViOn Zlaté Moravce - Vráble,stredopoliar,04.08.1995,28,3,45,7,10,0
Alieu Fadera,FK Pohronie Žiar n.H. Dolná Ždaňa,stredopoliar,03.11.2001,21,2,34,6,5,1
Juraj Pančík,FK Železiarne Podbrezová,stredopoliar,11.05.1990,33,3,50,4,2,0
Sebastian Kóša,FC Spartak Trnava,obranca,13.09.2003,20,5,73,3,7,0
Ante Kuliš,FC Nitra,útočník,17.11.2000,22,1,2,0,0,0
Alen Mustafić,ŠK Slovan Bratislava,stredopoliar,05.07.1999,24,4,66,4,14,0
Vladimír Weiss,ŠK Slovan Bratislava,stredopoliar,30.11.1989,33,5,65,19,14,2
Dominik Duda,FK Senica,stredopoliar,03.03.1995,28,3,55,0,3,0
Mathew Yakubu,ŠKF ORION TIP Sereď,brankár,09.03.1999,24,3,34,10,2,0
Alejandro Mendez Garcia,FC DAC 1904 Dunajská Streda,obranca,28.07.2001,22,5,76,0,15,0
Ľubomír Belko,MŠK Žilina,brankár,04.02.2002,21,3,56,10,1,0
Endy Opoku Bernadina,FK Železiarne Podbrezová,útočník,03.05.1995,28,3,78,12,3,0
Adrián Kaprálik,MŠK Žilina,útočník,10.06.2002,21,5,94,17,11,0
Adam Goljan,MŠK Žilina,útočník,15.04.2001,22,2,17,1,1,0
Matúš Rusnák,MŠK Žilina,obranca,19.12.1999,23,4,100,4,11,0
Thomas Kotlár,FC Spartak Trnava,útočník,05.08.2003,20,1,1,0,0,0
Oliver Burian,FC Spartak Trnava,obranca,18.05.2001,22,1,1,0,0,0
Nsumoh Johnson Kalu,FC ViOn Zlaté Moravce - Vráble,útočník,14.06.2001,22,3,20,0,3,0
Milan Sekera,FC Spartak Trnava,obranca,14.02.2002,21,1,3,0,0,0
Samuel Benovič,FC Spartak Trnava,stredopoliar,03.01.2001,22,2,17,0,0,0
Tomáš Hambálek,FC Spartak Trnava,stredopoliar,21.06.2001,22,1,3,0,1,0
Marián Pásztor,MFK Zemplín Michalovce,stredopoliar,12.01.2001,22,1,1,0,0,0
Adam Jakubech,FC Spartak Trnava,brankár,02.01.1997,26,4,49,19,1,0
Jamarl Anthony Joseph,FK Senica,útočník,12.07.1995,28,1,1,0,0,0
Peter Kasan,FC ViOn Zlaté Moravce - Vráble,útočník,28.01.2003,20,0,0,0,0,0
Martin Balaj,FC ViOn Zlaté Moravce - Vráble,obranca,05.04.2001,22,0,0,0,0,0
Tomislav Knežević,AS Trenčín,stredopoliar,07.01.1999,24,0,0,0,0,0
Jorge Antonio Mendez Castillo,FC DAC 1904 Dunajská Streda,obranca,06.04.2001,22,2,6,0,1,0
Jakub Sova,MFK Zemplín Michalovce,stredopoliar,16.09.2002,21,1,1,0,0,0
Lukáš Lukčo,MFK Zemplín Michalovce,stredopoliar,27.07.2001,22,2,3,0,1,0
Erik Nielson Duarte Boaventura,AS Trenčín,obranca,31.10.1996,26,1,1,0,1,0
Andrej Kadlec,FC Spartak Trnava,obranca,02.02.1996,27,7,88,6,14,0
Urban Mazanovský,AS Trenčín,obranca,17.12.2003,19,2,5,0,1,0
Michal Dopater,MFK Ružomberok,stredopoliar,26.02.2001,22,3,12,1,0,0
Michal Boledovič,FC Spartak Trnava,stredopoliar,14.02.2003,20,1,1,0,0,0
Timotej Kudlička,FC Spartak Trnava,stredopoliar,19.08.2003,20,0,0,0,0,0
Tomáš Digaňa,FK Dubnica nad Váhom,brankár,14.05.1997,26,0,0,0,0,0
Robert Štefánek,FK Dubnica nad Váhom,obranca,23.10.1996,26,0,0,0,0,0
Marek Václav,MFK Skalica,obranca,26.07.1996,27,2,18,0,4,0
Timotej Janček,FK Dubnica nad Váhom,obranca,13.04.1998,25,0,0,0,0,0
Boris Godál,MFK Dukla Banská Bystrica,obranca,27.05.1987,36,7,124,16,39,3
Maroš Čurik,FK Dubnica nad Váhom,útočník,23.08.1997,26,0,0,0,0,0
Aurel Dávidík,FK Dubnica nad Váhom,útočník,08.04.2000,23,0,0,0,0,0
Jakub Párkaň,FK Dubnica nad Váhom,obranca,30.01.2000,23,0,0,0,0,0
Daniel Hundák,FK Dubnica nad Váhom,útočník,23.06.2000,23,0,0,0,0,0
Michal Matúš,FK Dubnica nad Váhom,stredopoliar,11.10.2001,22,0,0,0,0,0
Ľuboslav Levai,FK Dubnica nad Váhom,stredopoliar,12.03.1999,24,0,0,0,0,0
Adrián Ježík,FK Dubnica nad Váhom,brankár,24.01.2002,21,0,0,0,0,0
Matej Franko,MFK Dukla Banská Bystrica,útočník,14.02.2001,22,2,53,3,5,0
Matej Vaculík,FK Dubnica nad Váhom,stredopoliar,16.05.1997,26,0,0,0,0,0
Artem Vovkun,MFK Zemplín Michalovce,obranca,07.09.2001,22,1,8,0,2,0
Martin Mikovič,FC Spartak Trnava,stredopoliar,12.09.1990,33,9,197,27,50,2
Michal Tóth,MFK Zemplín Michalovce,stredopoliar,25.02.2003,20,1,2,0,0,0
Maksym Hirnyi,MFK Zemplín Michalovce,útočník,06.04.2001,22,1,5,0,1,0
Adam Griger,MFK Zemplín Michalovce,stredopoliar,16.03.2004,19,1,5,0,0,0
Birkir Valur Jónsson,FC Spartak Trnava,obranca,02.11.1998,24,1,3,0,1,0
Stanislav Olejník,FC Spartak Trnava,útočník,31.03.2002,21,2,22,1,2,0
Tomáš Fryšták,FK Senica,brankár,18.08.1987,36,2,26,5,1,0
Jakub Nemec,FK Senica,obranca,11.01.1992,31,1,20,0,5,1
Nói Snaehólm Ólafssson,FK Senica,obranca,03.07.1994,29,1,5,0,0,0
Damien Clément Marie,FK Senica,stredopoliar,19.06.1994,29,1,5,0,0,0
Vladimír Barbora,FK Senica,obranca,02.01.2001,22,1,1,0,1,0
Loïc Guilvic Gagnon,FC Spartak Trnava,stredopoliar,21.01.1991,32,1,8,0,0,0
Jurica Bajić,FK Senica,útočník,29.02.2000,23,1,1,0,0,0
Marek Teplan,MŠK Žilina,brankár,07.07.2002,21,1,2,0,0,0
Juha Pirinen,AS Trenčín,obranca,22.10.1991,31,2,54,2,7,0
Peter Jeck,FC ViOn Zlaté Moravce - Vráble,brankár,25.12.2002,20,0,0,0,0,0
Marián Šmatlák,FK Pohronie Žiar n.H. Dolná Ždaňa,stredopoliar,23.05.2003,20,2,28,0,1,0
Martin Repiský,FK Pohronie Žiar n.H. Dolná Ždaňa,brankár,04.11.2000,22,1,2,0,1,0
Issiaka Babatounde Bello,FC Spartak Trnava,stredopoliar,06.10.1989,34,4,40,2,2,0
David Bangala,FK Pohronie Žiar n.H. Dolná Ždaňa,obranca,14.06.1997,26,2,21,0,5,0
Erik Kramár,FK Pohronie Žiar n.H. Dolná Ždaňa,stredopoliar,12.07.2001,22,0,0,0,0,0
Jannik Müller,FC DAC 1904 Dunajská Streda,obranca,18.01.1994,29,1,27,0,5,1
Sidney Friede,FC DAC 1904 Dunajská Streda,stredopoliar,12.04.1998,25,1,10,3,1,0
Yhoan Andzouana,FC DAC 1904 Dunajská Streda,útočník,13.12.1996,26,4,86,8,8,0
Filip Tatranský,ŠKF ORION TIP Sereď,stredopoliar,06.01.2001,22,1,10,0,1,0
Alen Mehić,ŠKF ORION TIP Sereď,stredopoliar,23.02.2001,22,1,2,0,1,0
Martin Adamec,FK Pohronie Žiar n.H. Dolná Ždaňa,stredopoliar,14.08.1998,25,2,44,2,4,0
Kamil Rečičár,MFK Zemplín Michalovce,stredopoliar,26.02.2002,21,1,1,0,0,0
Kelvin Pires,AS Trenčín,obranca,05.06.2000,23,3,52,4,10,2
Matej Oravec,FK Železiarne Podbrezová,stredopoliar,30.03.1998,25,6,92,2,5,0
Marko Vujić,FC ViOn Zlaté Moravce - Vráble,obranca,25.07.2000,23,1,4,0,0,0
Denis Bušnja,ŠKF ORION TIP Sereď,stredopoliar,14.04.2000,23,1,27,4,5,0
Sebastian Nebyla,FC DAC 1904 Dunajská Streda,stredopoliar,25.01.2002,21,3,54,4,10,0
Dominik Javorček,MŠK Žilina,obranca,02.11.2002,20,4,40,3,7,0
Bon - Fils Caleb Bimenyimana,FK Pohronie Žiar n.H. Dolná Ždaňa,útočník,21.11.1997,25,1,14,3,2,0
Martin Boďa,MFK Ružomberok,útočník,02.02.1997,26,4,60,10,3,1
Beomgeun Bae,ŠKF ORION TIP Sereď,stredopoliar,04.03.1993,30,1,4,0,0,0
Ondřej Petrák,ŠK Slovan Bratislava,stredopoliar,11.03.1992,31,1,3,0,1,0
Ryan David Lindsay,FK Pohronie Žiar n.H. Dolná Ždaňa,obranca,04.12.2001,21,0,0,0,0,0
Jakub Grič,FC Spartak Trnava,stredopoliar,05.07.1996,27,7,168,3,22,0
Erik Jirka,FC Spartak Trnava,stredopoliar,19.09.1997,26,4,76,12,4,0
Michal Trnovský,MFK Dukla Banská Bystrica,brankár,10.08.2001,22,1,3,0,0,0
Matej Markovič,MFK Zemplín Michalovce,brankár,22.07.1996,27,1,25,6,3,0
Danilo Spoljarić,MFK Zemplín Michalovce,stredopoliar,14.07.1999,24,1,14,0,4,0
Filip Vaško,MFK Zemplín Michalovce,obranca,11.08.1999,24,4,83,3,13,1
Alexandros Kyziridis,FC ViOn Zlaté Moravce - Vráble,stredopoliar,16.09.2000,23,3,63,11,6,0
Tomáš Nemčík,MŠK Žilina,obranca,19.04.2001,22,4,56,2,11,1
Timotej Jambor,MŠK Žilina,útočník,04.04.2003,20,4,57,13,3,0
Simeon Kohút,AS Trenčín,obranca,27.02.2002,21,0,0,0,0,0
Oskar Fotr,FK Senica,útočník,09.01.1996,27,1,9,2,0,1
Martin Košťál,ŠKF ORION TIP Sereď,stredopoliar,23.02.1996,27,4,53,7,4,0
Sergei Ivanov,MFK Zemplín Michalovce,stredopoliar,07.01.1997,26,1,13,0,0,0
Filip Maksić,FK Senica,obranca,09.04.1999,24,0,0,0,0,0
Michal Cehula,FC Nitra,útočník,19.09.2001,22,1,1,0,0,0
Róbert Kóša,FC Nitra,obranca,25.12.2000,22,0,0,0,0,0
Tomáš Šípka,ŠKF ORION TIP Sereď,brankár,07.02.2003,20,0,0,0,0,0
Ivan Hladík,FC Spartak Trnava,obranca,30.01.1993,30,4,68,3,9,1
Patrik Rédeky,FC Nitra,obranca,05.02.2002,21,1,1,0,0,0
Jasmin Čeliković,ŠKF ORION TIP Sereď,obranca,07.01.1999,24,1,8,0,1,0
Dimitrios Siopis,MFK Zemplín Michalovce,obranca,06.09.1995,28,1,11,0,1,0
Marios Tsaousis,FC Spartak Trnava,obranca,11.05.2000,23,1,12,0,0,0
Miloš Kopečný,FK Senica,obranca,26.12.1993,29,1,19,0,6,0
Ion Nicolaescu,FC DAC 1904 Dunajská Streda,útočník,07.09.1998,25,3,39,5,3,0
Ardian Berisha,FK Senica,útočník,07.05.1998,25,1,6,0,0,0
Matteo Olivero,FC Nitra,obranca,29.07.2000,23,1,1,0,0,0
Niklas - Wilson Sommer,FC DAC 1904 Dunajská Streda,obranca,02.04.1998,25,1,12,0,2,0
Robert Ndip Tambe,FC Spartak Trnava,útočník,22.02.1994,29,3,39,6,4,1
Ayotunde Ezekiel Ikuepamitan,ŠKF ORION TIP Sereď,brankár,14.12.1996,26,2,4,0,0,0
Warsama Hassan Houssein,ŠKF ORION TIP Sereď,stredopoliar,17.03.1999,24,0,0,0,0,0
Erik Šuľa,MFK Zemplín Michalovce,obranca,30.05.1995,28,2,10,0,1,0
Daniel Veszelinov,FC DAC 1904 Dunajská Streda,brankár,05.07.2001,22,2,16,7,1,0
Taofiq Jibril,FC ViOn Zlaté Moravce - Vráble,útočník,23.04.1998,25,3,55,7,4,0
Ivan Audino,FK Pohronie Žiar n.H. Dolná Ždaňa,stredopoliar,13.07.1991,32,1,6,0,0,0
Alvaro Daniel Pereira Barragan,ŠKF ORION TIP Sereď,obranca,28.11.1985,37,1,1,0,0,0
Carlos Alberto Ibarguen Hinojosa,ŠKF ORION TIP Sereď,útočník,07.10.1995,28,1,1,0,0,0
Matej Strapák,FC Spartak Trnava,brankár,28.06.1993,30,2,5,2,1,0
Ioannis Niarchos,FC DAC 1904 Dunajská Streda,útočník,26.06.2002,21,4,68,9,9,0
Tomáš Racik,FC Nitra,brankár,10.04.2003,20,0,0,0,0,0
Wallace Bonilha Felix,FC Nitra,stredopoliar,26.01.1996,27,1,2,0,0,0
Artur Gajdoš,AS Trenčín,stredopoliar,20.01.2004,19,4,52,6,7,0
Samuel Kovalčin,MFK Zemplín Michalovce,obranca,30.08.2003,20,0,0,0,0,0
Vasileios Ntotis,MFK Zemplín Michalovce,stredopoliar,08.02.2002,21,2,15,0,2,0
Ariel Harush Zion,FC Nitra,brankár,25.05.1988,35,1,3,0,0,0
Lukáš Greššák,FC Košice,stredopoliar,23.01.1989,34,8,171,1,15,0
Ferenc Bögi,FC DAC 1904 Dunajská Streda,obranca,11.04.2002,21,1,2,0,0,0
Zsombor Ollári,FC DAC 1904 Dunajská Streda,brankár,02.06.2003,20,0,0,0,0,0
Dagou Willie Britto,FK Pohronie Žiar n.H. Dolná Ždaňa,obranca,15.12.1996,26,1,1,0,0,0
Andrej Štrba,FK Pohronie Žiar n.H. Dolná Ždaňa,obranca,28.02.1998,25,2,36,2,2,0
Ondřej Chvěja,FK Pohronie Žiar n.H. Dolná Ždaňa,útočník,17.07.1998,25,1,15,5,3,0
Petr Galuška,FK Pohronie Žiar n.H. Dolná Ždaňa,stredopoliar,08.07.1996,27,1,14,0,2,0
Adler Da Silva Parreira,ŠK Slovan Bratislava,útočník,28.12.1998,24,3,53,10,3,0
Ladji Malle,FK Pohronie Žiar n.H. Dolná Ždaňa,stredopoliar,12.11.2001,21,2,36,2,1,0
Denis Horník,FC Spartak Trnava,obranca,13.07.1997,26,4,38,0,8,0
Thomas Heurtaux,FK Pohronie Žiar n.H. Dolná Ždaňa,obranca,03.07.1988,35,1,16,0,3,0
Kilian Pagliuca,FC Nitra,útočník,02.09.1996,27,1,4,1,0,0
Yanni Frank Regäsel,FC Nitra,stredopoliar,13.01.1996,27,1,13,0,1,0
Ádam Mészáros,FC Nitra,stredopoliar,20.04.1993,30,1,7,0,1,0
Sinan Georg Kurt,FC Nitra,stredopoliar,23.07.1996,27,1,13,0,0,0
Ole Käuper,FC Nitra,stredopoliar,09.01.1997,26,1,7,0,0,0
Ekin Can Celebi,FC Nitra,obranca,06.06.2000,23,1,13,0,1,1
Ramzi Ferjani,FC Nitra,obranca,11.04.2001,22,0,0,0,0,0
Tilen Mlakar,ŠKF ORION TIP Sereď,obranca,26.04.1995,28,1,8,0,1,0
Daniel Espinar Vallejo,ŠKF ORION TIP Sereď,stredopoliar,17.04.1995,28,1,4,0,1,0
Matúš Paukner,FC Spartak Trnava,stredopoliar,20.06.1991,32,3,9,1,1,0
Alexander Tóth,ŠKF ORION TIP Sereď,obranca,04.08.2001,22,1,1,0,0,0
Samuel Prachar,FK Pohronie Žiar n.H. Dolná Ždaňa,útočník,16.05.2003,20,2,8,0,0,0
Mario Kvesić,ŠKF ORION TIP Sereď,stredopoliar,02.08.2002,21,1,3,0,0,0
Patrik Leitner,MŠK Žilina,obranca,07.02.2002,21,4,33,0,7,0
Marek Švec,FC ViOn Zlaté Moravce - Vráble,útočník,31.12.2003,19,2,28,5,1,0
Olivier Marc Vliegen,FK Senica,brankár,07.02.1999,24,1,9,4,0,0
Tomáš Kubík,MFK Ružomberok,stredopoliar,22.01.2002,21,2,9,1,0,0
Takuto Oshima,MFK Zemplín Michalovce,stredopoliar,01.06.1998,25,2,44,4,8,1
Lucas Demitra,AS Trenčín,útočník,09.04.2003,20,4,33,2,1,0
Isaac David Christie - Davies,FC DAC 1904 Dunajská Streda,stredopoliar,18.10.1997,25,1,9,0,1,0
Emir Halilovič,FC Spartak Trnava,stredopoliar,04.11.1989,33,3,69,8,12,1
Brahim Moumou,FC DAC 1904 Dunajská Streda,útočník,06.05.2001,22,3,30,3,3,0
Iman Salimi,ŠKF ORION TIP Sereď,obranca,01.06.1996,27,1,7,0,0,0
Ján Ferleťák,FC Nitra,útočník,21.05.2003,20,0,0,0,0,0
Gabriel Hornyák,FK Senica,stredopoliar,10.01.2002,21,0,0,0,0,0
Creighton Spencer Braun,FC DAC 1904 Dunajská Streda,obranca,07.12.2001,21,0,0,0,0,0
Mateus Brunetti Valor,FC DAC 1904 Dunajská Streda,obranca,18.11.1999,23,3,46,1,7,0
Benjamin Kindsvater,FC Nitra,stredopoliar,08.02.1993,30,1,13,0,1,0
Eroll Zejnullahu,FC Nitra,stredopoliar,19.10.1994,28,1,8,0,1,0
Samuel Jenat,FK Pohronie Žiar n.H. Dolná Ždaňa,obranca,30.03.2001,22,1,2,0,0,0
Ivan Schranz,FC Spartak Trnava,stredopoliar,13.09.1993,30,5,94,21,15,0
Elie - Gaël Nzeyi,FK Pohronie Žiar n.H. Dolná Ždaňa,stredopoliar,17.10.1997,25,1,10,0,0,0
